Time,Latitude,Longitude,Depth,Altitude,Event
2022-11-08 19:00:24,358914.5625,2171210.75,1356.225952,0,채집 시작
2022-11-08 19:00:31,358920.78125,2171208.25,1355.787964,0,채집 시작
2022-11-08 19:02:57,358912.34375,2171206.0,1356.061035,0,채집 완료 (바다나리)
2022-11-08 19:07:55,358908.8125,2171212.25,1355.609985,0,채집 시작
2022-11-08 19:18:39,358905.125,2171206.75,1355.953003,0,채집 완료 (산호)
2022-11-08 19:26:34,358906.4375,2171215.5,1356.110962,0,채집 시작
2022-11-08 19:34:06,358907.15625,2171211.0,1355.936035,0, 채집 시작
2022-11-08 19:46:21,358904.5,2171216.5,1355.557983,0,채집 시작
2022-11-08 19:47:15,358905.375,2171213.5,1355.761963,0,채집 완료 (바다나리)
2022-11-08 19:48:54,358900.59375,2171214.75,1356.026978,0,채집 완료 (바다나리)
2022-11-08 19:50:30,358899.65625,2171214.75,1354.040039,0,고도 상승 Point 이동
2022-11-08 19:58:57,358900.65625,2171217.25,1355.243042,0,채집 시작
