Time,Latitude,Longitude,Depth,Altitude,Event
2022-11-05 15:06:15,365497.59375,2190321.5,788.885986,0,ROV Depth 800m / 잠시 대기 
2022-11-05 15:09:19,365496.21875,2190323.0,800.817993,0,ROV 이상 유무 체크 / 이상 무 
2022-11-05 15:09:42,365495.21875,2190321.75,804.252014,0,ROV Depth 1000m까지 Payout 
2022-11-05 15:21:04,365490.59375,2190313.25,1002.28302,0,ROV Depth 1000m / 잠시 대기 
2022-11-05 15:22:59,365488.59375,2190318.75,1007.51001,0,ROV 이상 유무 체크 / 이상 무 
2022-11-05 15:23:14,365489.90625,2190317.25,1003.72699,0,ROV Depth 1300m까지 Payout 
2022-11-05 15:38:55,365504.03125,2190327.5,1312.244995,0,ROV Depth 1330m / 잠시 대기 
2022-11-05 15:39:37,365500.90625,2190351.5,1312.406006,0,ROV winch cable 2M만 Payout
2022-11-05 15:40:03,365500.90625,2190351.5,1312.406006,0,현재 고도 alt 19M 
2022-11-05 15:42:06,365502.53125,2190345.25,1312.982056,0,현재 위치에서 ROV swim Out 
